#SurfaceTension (N/m)	Enthalpy(eV)	Strain	Stress(N/m)
0.0007832438601754302	-18.59105429	0.01	0.7534161180000001
0.0005844832403924993	-18.596225953333335	0.015	1.5157986270000001
8.693419417959558e-07	-18.601330901666664	0.02	2.279201247
-0.0011850719342820035	-18.605554358333336	0.03	3.809079164
-0.0027873729348778164	-18.60353279	0.04	5.337085361
-0.004387610237329094	-18.59306128	0.05	6.861243208000001
-0.005980113023196912	-18.574133016666664	0.06	8.391491644
-0.007577189110993932	-18.546871231666664	0.07	9.938130525
-0.00915070498782151	-18.511021178333337	0.08	11.491986987
-0.010694004032491211	-18.46690254	0.09000000000000001	13.048686995
-0.005885440831276935	-18.381186308333334	0.1	14.606428369
-0.005442477407964667	-18.37725512333333	0.11	16.161019489
-0.011075050182088084	-18.351192138333335	0.12000000000000001	17.721842839
-0.012055672322911968	-18.295431011666665	0.13	19.286116188
-0.013030118243373495	-18.234507535	0.13999999999999999	20.852578125
-0.014016318793519153	-18.168512073333332	0.15	22.421432927
-0.015011435557667359	-18.097309935	0.16	23.989623428
-0.01599166780796602	-18.020801604999996	0.16999999999999998	25.560797683
-0.016967585628453716	-17.939173696666664	0.18	27.132481033
-0.017951393352090003	-17.85240498	0.19	28.704816671000003
-0.018819315611255417	-17.759845999999996	0.19999999999999998	30.274985736999998
-0.019886734281982045	-17.664375901666666	0.21	31.846768126
-0.020961814048350118	-17.561664920000005	0.22	33.414005300999996
-0.02182809034922005	-17.453811841666667	0.22999999999999998	34.972150773
-0.02278700900611114	-17.341364728333332	0.24	36.523950319
-0.023643629187096015	-17.223360630000002	0.25	38.065025672000004
-0.024603098184590173	-17.101893744999998	0.26	39.587138012000004
-0.025656606751310197	-16.974820583333333	0.27	41.095981766
-0.02658693364734745	-16.842103753333333	0.28	42.585406555
-0.027501213953230432	-16.70449834166667	0.29000000000000004	44.052770226
-0.028402603820100347	-16.561999120000003	0.30000000000000004	45.496649125000005
-0.029284423840959334	-16.414728535000002	0.31	46.915624513000004
-0.030147771848786892	-16.262740871666665	0.32	48.309032233
-0.031004738880432973	-16.106245866666665	0.33	49.677194877000005
-0.031845067840276194	-15.945110651666665	0.34	51.01898285
-0.03266518103969168	-15.779570481666667	0.35000000000000003	52.333406126
-0.03347417349799676	-15.609632088333337	0.36000000000000004	53.625334513
-0.03426589842649942	-15.4354214	0.37000000000000005	54.880522223999996
-0.03504299961208826	-15.256975916666667	0.38	56.10239293800001
-0.03578782501441932	-15.074333128333333	0.39	57.27926742
-0.036483080836715406	-14.887611461666665	0.4	58.397257628000006
-0.03709688213565245	-14.696955603333333	0.41000000000000003	59.412075544000004
-0.03756748379696823	-14.502585720000003	0.42000000000000004	60.249826908
-0.037766848240713635	-14.30479047	0.43000000000000005	60.724451176
-0.037776623986100794	-14.105893796666665	0.44	60.334633263
