Component: ideal_strength
Strain, Stress, Mean Volume, Mean Pressure 
0.0, 0.0, 0.0, 0.0 
0.01, 5.400628331500001, 45.14635161, 40.28666666666667
0.02, 10.8279633425, 45.14635161, 40.97333333333333
0.03, 16.276780387, 45.14635161, 42.126666666666665
0.04, 21.744639959, 45.14635161, 43.77666666666667
0.05, 27.2259905405, 45.14635161, 45.93
0.060000000000000005, 32.711042692, 45.14635161, 49.17333333333334
0.06999999999999999, 38.2003087745, 45.14635161, 52.526666666666664
0.08, 43.6838754035, 45.14635161, 56.43666666666667
0.09, 49.155457743, 45.14635161, 60.94333333333333
0.09999999999999999, 54.61718044100001, 45.14635161, 64.42
0.11, 60.053764842, 45.14635161, 69.73
0.12, 65.4470160605, 45.14635161, 77.90666666666665
0.13, 70.8199823855, 45.14635161, 84.75333333333333
0.14, 76.1488241385, 45.14635161, 92.21666666666665
0.15000000000000002, 81.43057742000002, 45.14635161, 100.3
0.16, 86.65719644500001, 45.14635161, 109.01333333333332
0.17, 91.82625195850001, 45.14635161, 118.40666666666668
0.18000000000000002, 96.9274499155, 45.14635161, 128.48999999999998
0.19, 101.951448466, 45.14635161, 139.23333333333332
0.2, 106.89655186149999, 45.14635161, 150.70000000000002
0.21000000000000002, 111.74841884950001, 45.14635161, 162.90333333333334
0.22, 116.51349907100001, 45.14635161, 175.98000000000002
0.23, 121.1648816335, 45.14635161, 189.74666666666667
0.24000000000000002, 125.69160818149999, 45.14635161, 204.18333333333337
0.25, 130.10780996399998, 45.14635161, 219.71666666666667
0.26, 134.350539703, 45.14635161, 235.56000000000003
0.27, 138.4674257965, 45.14635161, 252.86
0.28, 142.393198826, 45.14635161, 271.33666666666664
0.29000000000000004, 146.1110917585, 45.14635161, 290.6066666666666
0.3, 149.3771615565, 45.14635161, 308.8733333333333
0.31, 151.675062119, 45.14635161, 321.58666666666664
0.32, 154.07992900550002, 45.14635161, 335.1066666666666
0.33, 156.88040469150002, 45.14635161, 357.74
0.34, 159.46827999950003, 45.14635161, 383.6766666666667
0.35000000000000003, 161.1450308305, 45.14635161, 417.28

