#Strain	Work Hardening Rate
0.01	573.5364277000001
0.015	573.28553015
0.02	573.3100996999998
0.03	573.2768498
0.04	573.0136588500003
0.05	572.7451989000003
0.06	572.2594031499997
0.07	571.6222917999999
0.08	570.9962593000002
0.09000000000000001	570.3300658500001
0.1	569.5497404000004
0.11	568.5828192499996
0.12000000000000001	565.8160806499992
0.13	564.5893926500008
0.13999999999999999	565.0227918000002
0.15	563.7194318749993
0.16	562.230515025001
0.16999999999999998	560.5425335250006
0.18	558.7344798999989
0.19	556.8183149749995
0.19999999999999998	555.2110917750016
0.21	551.2912251749997
0.22	548.8143978499994
0.22999999999999998	547.5915782250001
0.24	543.8561784499991
0.25	539.8798099000013
0.26	510.26608975000113
0.27	117.99973424999867
0.28	132.4245597249997
0.29000000000000004	518.899123925001
0.30000000000000004	523.613887675
0.31	518.0822441749991
0.32	510.18563365000017
0.33	377.4047310000011
0.34	-15.102502025000305
0.35000000000000003	104.9492661749979
0.36000000000000004	486.4799549999996
0.37000000000000005	477.2997273250022
0.38	461.20929864999965
0.39	-233.52574417500003
0.4	-475.575634199998
0.41000000000000003	-167.17878777500047
0.42000000000000004	-31.336597649999447
0.43000000000000005	203.586227975001
0.44	-745.3655677000029
0.45	-665.9111136000001
0.46	192.27178492500042
0.47000000000000003	-39.46843254999944
0.48000000000000004	-499.42572527499846
0.49000000000000005	-576.7711986250004
0.5	280.85915877499923
0.51	215.60683594999952
0.52	-118.73616619999997
0.53	-63.75212509999949
0.54	-139.82162339999877
0.55	-94.03952572500023
0.56	-291.24984280000035
0.5700000000000001	-270.28570670000084
0.5800000000000001	-405.16960220000124
0.5900000000000001	-190.87053902500148
0.6	-334.3146800000015
0.61	-1204.1846028499979
0.62	-769.7380696999986
0.63	5.491994125000583
0.64	166.90133802499986
0.65	279.3656056249984
0.66	298.5768270250003
0.67	319.25948880000135
0.68	321.6669033249997
0.6900000000000001	302.85879242499874
0.7000000000000001	263.09673909999964
0.7100000000000001	90.5042330249997
0.7200000000000001	-150.01814330000016
0.73	-114.01622230000096
0.74	-109.40162682500006
0.75	-299.2621345249984
0.76	-270.05794610000015
0.77	-204.15622980000148
0.78	-231.18361615000234
