Component: Tensile_x
Strain, Stress, Mean Volume, Mean Energy, Mean Pressure 
0.0, 0.0, 0.0, 0.0 0.0 
0.01, 1.2435718993852833, 135.37571745, -22.728260669999997, 0.6034227020007031
0.02, 2.4232372848536508, 136.71607109, -22.718410090000003, 1.121308680779657
0.03, 3.519512918853135, 138.05642473, -22.702434936666663, 1.6039431615035868
0.04, 4.539230720556312, 139.39677837, -22.68077074, 2.063767849368384
0.05, 5.478379675499244, 140.73713201, -22.653835973333333, 2.4981907224582374
0.060000000000000005, 6.354920563983766, 142.07748564, -22.622008013333332, 2.908766993922633
0.06999999999999999, 7.173035193981893, 143.41783928, -22.585624303333333, 3.3006807075931928
0.08, 7.93572147056602, 144.75819292, -22.545006876666672, 3.6734134590867544
0.09, 8.647549395351977, 146.09854656, -22.500439019999998, 4.028520461552803
0.09999999999999999, 9.312957092546158, 147.4389002, -22.452193746666666, 4.367556928140827
0.11, 9.939265597411866, 148.77925383, -22.40047656, 4.69155966761715
0.12, 10.523467899103718, 150.11960747, -22.345524243333333, 5.0010470843649335
0.13, 11.079993302547761, 151.45996111, -22.287520566666668, 5.293945560851529
0.14, 11.60051439249645, 152.80031475, -22.226618740000003, 5.579067971590692
0.15000000000000002, 12.093936616489453, 154.14066839, -22.162969333333336, 5.851230272750803
0.16, 12.558646842129171, 155.48102203, -22.096702593333333, 6.114579699397158
0.17, 13.003770391435138, 156.82137566, -22.027937156666667, 6.363413803314974
0.18000000000000002, 13.426707800278216, 158.1617293, -21.95677671, 6.603435032719034
0.19, 13.837738449037218, 159.50208294, -21.883322953333334, 6.836717005141986
0.2, 14.22826914120299, 160.84243658, -21.807661803333332, 7.056520463602723
0.21000000000000002, 14.598625247584172, 162.18279022, -21.72988167666667, 7.265437430017056
0.22, 14.952757048460791, 163.52314385, -21.650067769999996, 7.466578330683957
0.23, 15.29018816182739, 164.86349749, -21.568315533333333, 7.656832739304453
0.24000000000000002, 15.610833096061926, 166.20385113, -21.484703233333335, 7.834645442729059
0.25, 15.912113247109238, 167.54420477, -21.399331070000002, 7.997424419041964
0.26, 16.210243357468233, 168.88455841, -21.31547366, 8.270623528968398
0.27, 16.48246275983434, 170.22491205, -21.227565453333337, 8.430810483365494
0.28, 16.73737142211477, 171.56526568, -21.138245953333332, 8.581147754482506
0.29000000000000004, 16.975528474541022, 172.90561932, -21.047598053333335, 8.720598533553115
0.3, 17.194353555667078, 174.24597296, -20.955723860000003, 8.848644416194158
0.31, 17.394624371601324, 175.5863266, -20.862720653333334, 8.965803806788797
0.32, 17.576350600435187, 176.92668024, -20.768681236666666, 9.07000308780438
0.33, 17.737034308574785, 178.26703387, -20.67372114666667, 9.164352685539887
0.34, 17.875392980165113, 179.60738751, -20.566916233333334, 9.034751589749359
0.35000000000000003, 17.994939407806395, 180.94774115000004, -20.48147072, 9.299137825162036
0.36000000000000004, 18.099319634761496, 182.28809478999997, -20.384395923333333, 9.377416887019516

